STA,StationName,Elevation,Latitude,Longitude,NearbyCity,HydroNo,BasinNo,Owner,Maintenance,Operator,MapNo,CollectNo,CountyName,BasinName,AgencyName,HydroArea,Sensors
PNB,PIONEER BASIN,10400,37.457,-118.795,,6,9001,999,999,68,26,0,FRESNO,SAN JOAQUIN RIVER,"Southern California Edison Company, Big Creek",SAN JOAQUIN RIVER,"3,18,82"
PPS,PIUTE PASS,11300,37.24,-118.687,,6,9001,999,999,1,26,0,FRESNO,SAN JOAQUIN RIVER,CA Dept of Water Resources,SAN JOAQUIN RIVER,"3,18,82"
PRK,PARKS CREEK,6700,41.367,-122.55,WEED,1,401,999,700,33,3,0,SISKIYOU,SHASTA RIVER,Mount Shasta Ranger District,NORTH COAST,"3,18,82"
PRM,POST CORRAL MEADOW,8200,37.122,-118.895,,7,9401,999,999,61,26,0,FRESNO,KINGS RIVER,"Pacific Gas and Electric Company, Auberry",TULARE LAKE,"3,18,82"
PSM,PLASKETT MEADOWS,6000,39.725,-122.85,COPPER CITY,1,1201,999,999,56,12,0,GLENN,EEL RIVER,US Army Corps of Engineers,NORTH COAST,"2,3,4,18,82"
PTM,PANTHER MEADOW,8600,36.5868072509766,-118.715873718262,,7,9501,999,702,702,999,2,TULARE,KAWEAH RIVER,CA Dept of Water Resources/DFM-Hydro-SMN,TULARE LAKE,"3,4,9,10,12,14,18,82"
QKA,QUAKING ASPEN,7000,36.122,-118.545,CAMP NELSON,7,9601,999,999,31,32,0,TULARE,TULE RIVER,Tule River Ranger District,TULARE LAKE,"3,18,82"
QRS,QUINN RANGER STATION,8350,36.328,-118.573,,7,9701,999,999,53,32,0,TULARE,KERN RIVER,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82"
RBV,ROBBS VALLEY,5600,38.922,-120.38,,5,7701,999,999,13,18,0,EL DORADO,AMERICAN RIVER,Pacific Ranger District,SACRAMENTO RIVER,"3,18,82"
RC1,ROCK CREEK 1,8700,37.492,-118.717,,9,11001,999,999,71,26,0,MONO,OWENS RIVER,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82"
RC2,ROCK CREEK 2,9050,37.473,-118.717,,9,11001,999,999,71,26,0,MONO,OWENS RIVER,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82"
RC3,ROCK CREEK 3,10000,37.45,-118.742,,9,11001,999,999,71,26,0,INYO,OWENS RIVER,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82"
RCH,RICHARDSONS 2,6500,38.917,-120.05,,8,10601,999,999,93,18,0,EL DORADO,LAKE TAHOE,"Truckee River Basin Water Committee, Reno",NORTH LAHONTAN,"3,18,82"
RCR,ROCK CREEK,9600,36.497,-118.333,,7,9701,999,999,1,32,0,TULARE,KERN RIVER,CA Dept of Water Resources,TULARE LAKE,"3,18,82"
RCW,ROBINSON COW CAMP SNOW COURSE,6480,39.6219,-120.681,,5,7401,999,83,83,13,0,SIERRA,YUBA RIVER,Yuba Water Agency,SACRAMENTO RIVER,"3,18,82"
RDC,ROUND CORRAL,9000,36.993,-118.902,,7,9401,999,999,61,32,0,FRESNO,KINGS RIVER,"Pacific Gas and Electric Company, Auberry",TULARE LAKE,"3,18,82"
RDM,RED MOUNTAIN,7200,39.343,-120.508,,5,7401,999,999,63,14,0,NEVADA,YUBA RIVER,"Pacific Gas and Electric Company, Auburn",SACRAMENTO RIVER,"3,18,82"
REL,LOWER RELIEF VALLEY,8100,38.2429167,-119.7629167,PINECREST,6,8501,702,702,702,18,0,TUOLUMNE,STANISLAUS RIVER,CA Dept of Water Resources/DFM-Hydro-SMN,SAN JOAQUIN RIVER,"3,4,12,14,18,30,31,32,82"
RFM,RAFFERTY MEADOWS,9400,37.837,-119.325,,6,8601,999,999,52,25,0,TUOLUMNE,TUOLUMNE RIVER,Yosemite National Park,SAN JOAQUIN RIVER,"3,18,82"
RGT,RIDGE TRAIL,7500,36.7513,-118.9478,GRANT GROVE,7,9401,999,999,53,32,0,FRESNO,KINGS RIVER,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82"
RLD,RELIEF DAM,7250,38.28,-119.73,,6,8501,999,999,67,19,0,TUOLUMNE,STANISLAUS RIVER,"Pacific Gas and Electric Company, Angels Camp",SAN JOAQUIN RIVER,"3,18,82"
RMD,ROUND MEADOW,9000,35.965,-118.36,,7,9701,999,999,29,39,0,TULARE,KERN RIVER,Kern River Ranger District,TULARE LAKE,"3,18,82"
RMM,RAMSHAW MEADOWS,8700,36.352365,-118.269018,,7,9701,999,999,1,0,0,TULARE,KERN RIVER,CA Dept of Water Resources,TULARE LAKE,"3,18,82"
RMR,ROSE MARIE,10000,37.32,-118.872,,6,9001,999,999,68,26,0,FRESNO,SAN JOAQUIN RIVER,"Southern California Edison Company, Big Creek",SAN JOAQUIN RIVER,"3,18,82"
RP1,RUBICON PEAK 1,8100,38.992,-120.142,,8,10601,999,999,93,18,0,EL DORADO,LAKE TAHOE,"Truckee River Basin Water Committee, Reno",NORTH LAHONTAN,"3,18,82"
RP2,RUBICON PEAK 2,7500,39.001,-120.14,SOUTH LAKE TAHOE,8,10601,54,54,54,14,0,EL DORADO,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
RRM,RED ROCK MOUNTAIN,6700,41.0236206054688,-122.886627197266,TRINITY CENTER,1,901,50,702,50,999,0,TRINITY,TRINITY RIVER,US Bureau of Reclamation,NORTH COAST,"3,4,14,18,82"
RTT,RATTLESNAKE CREEK BA,9900,36.982,-118.72,PIEDRA,7,9401,999,999,61,32,0,FRESNO,KINGS RIVER,"Pacific Gas and Electric Company, Auberry",TULARE LAKE,"3,18,82"
RWL,ROWLAND CREEK,6700,40.013,-120.293,,5,7301,2,2,2,10,0,PLUMAS,FEATHER RIVER,CA Dept of Water Resources/Beckwourth,SACRAMENTO RIVER,"3,18,82"
RWM,ROWELL MEADOW,8850,36.717,-118.737,GIANT FOREST,7,9401,999,999,91,32,0,TULARE,KINGS RIVER,Kings River Water Association,TULARE LAKE,"3,18,82"
SA2,SACHSE SPRINGS 2,7900,38.085,-119.837,SONORA,6,8601,999,999,37,18,5,TUOLUMNE,TUOLUMNE RIVER,Summit Ranger District,SAN JOAQUIN RIVER,"3,18,82"
SCE,SCENIC MEADOW,9650,36.685,-118.597,,7,9401,999,999,91,32,0,TULARE,KINGS RIVER,Kings River Water Association,TULARE LAKE,"3,18,82"
SCF,SODA CREEK FLAT,7800,38.27,-119.678,KENNEDY MEADOWS,6,8501,999,999,67,19,0,TUOLUMNE,STANISLAUS RIVER,"Pacific Gas and Electric Company, Angels Camp",SAN JOAQUIN RIVER,"3,18,82"
SDL,SADDLEBAG LAKE,9750,37.957,-119.267,TUOLUMNE MEADOWS,9,10901,999,999,69,25,0,MONO,MONO LAKE,"Southern California Edison Company, Bishop",SOUTH LAHONTAN,"3,18,82"
SDM,SANDY MEADOWS,10650,36.572,-118.367,,7,9701,999,999,1,32,0,TULARE,KERN RIVER,CA Dept of Water Resources,TULARE LAKE,"3,18,82"
SFT,SAND FLAT (COURSE),6800,41.353,-122.247,MOUNT SHASTA CITY,5,6501,999,999,33,3,0,SISKIYOU,SACRAMENTO RIVER,Mount Shasta Ranger District,SACRAMENTO RIVER,"3,18,82"
SHM,SHIMMY LAKE,6400,41.005298614502,-122.801597595215,TRINITY CENTER,1,901,50,702,50,999,0,TRINITY,TRINITY RIVER,US Bureau of Reclamation,NORTH COAST,"3,4,14,18,82"
SHW,SAPPS HOLLOW,6950,38.412,-120.028,TAMARACK,6,8501,999,36,36,18,0,TUOLUMNE,STANISLAUS RIVER,Calaveras Ranger District,SAN JOAQUIN RIVER,"3,18,82"
SIB,SIBERIAN PASS,10900,36.473,-118.267,LONE PINE,7,9701,999,999,1,32,0,TULARE,KERN RIVER,CA Dept of Water Resources,TULARE LAKE,"3,18,82"
SIL,SILVER LAKE,7100,38.6796035766602,-120.118194580078,KIT CARSON,5,7701,50,702,50,999,0,EL DORADO,AMERICAN RIVER,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,12,14,18,30,31,32,45,82"
SLM,STANISLAUS MEADOW,7750,38.5055,-119.9373,BEAR VALLEY,6,8501,50,702,50,19,0,ALPINE,STANISLAUS RIVER,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,3,4,12,14,16,18,30,31,32,45,73,82,194,195,196,197,198,199,271"
SLT,SLATE CREEK,5700,41.0439796447754,-122.480102539062,CASTELLA,5,6501,50,702,50,999,0,SHASTA,SACRAMENTO RIVER,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,14,16,18,30,31,32,45,82"
SMD,STATUM MEADOW,8300,36.943,-118.913,,7,9401,999,999,61,32,0,FRESNO,KINGS RIVER,"Pacific Gas and Electric Company, Auberry",TULARE LAKE,"3,18,82"
SMT,SNOW MOUNTAIN,6050,40.767,-121.783,BURNEY,5,6701,999,999,19,9,0,SHASTA,PIT RIVER,Hat Creek Ranger District,SACRAMENTO RIVER,"3,18,82"
SNF,SNOW FLAT,8700,37.827,-119.497,CRANE FLAT,6,8701,702,999,52,25,0,MARIPOSA,MERCED RIVER,Yosemite National Park,SAN JOAQUIN RIVER,"3,4,14,18,82"
SPD,LAKE SPAULDING,5200,39.317,-120.642,COLFAX,5,7401,999,999,63,14,0,PLACER,YUBA RIVER,"Pacific Gas and Electric Company, Auburn",SACRAMENTO RIVER,"3,18,82"
SPF,SPOTTED FAWN,7800,38.092,-119.758,,6,8601,999,999,37,19,0,TUOLUMNE,TUOLUMNE RIVER,Summit Ranger District,SAN JOAQUIN RIVER,"3,18,82"
SQ2,PALISADES TAHOE #2,7700,39.188,-120.248,TAHOE CITY,8,10501,999,54,54,14,0,PLACER,TRUCKEE RIVER,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
SRP,SONORA PASS,8750,38.313,-119.607,BRIDGEPORT,8,10801,999,999,67,19,0,MONO,WALKER RIVER,"Pacific Gas and Electric Company, Angels Camp",NORTH LAHONTAN,"3,18,82"
SSM,SUNNYSIDE MEADOW,6300,39.6981315612793,-120.782211303711,,5,7401,83,702,83,999,0,SIERRA,YUBA RIVER,Yuba Water Agency,SACRAMENTO RIVER,"3,4,9,10,12,14,18,30,31,32,82,194,195,196,197,198,199,246,247"
STM,STOUTS MEADOW,5400,41.1691398620605,-121.939826965332,MCCLOUD,5,6601,50,702,50,999,0,SHASTA,MC CLOUD RIVER,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,12,14,16,18,30,31,32,45,82"
STR,OSTRANDER LAKE,8200,37.63661,-119.55333,WAWONA,6,8701,702,702,702,0,0,MARIPOSA,MERCED RIVER,CA Dept of Water Resources/DFM-Hydro-SMN,SAN JOAQUIN RIVER,"2,3,4,9,10,12,14,16,18,26,31,32,45,77,78,82,103,104,105,106,107,108,115,197,198,246"
SVR,SILVER LAKE MEADOWS,6450,40.497,-121.153,KIRKWOOD,8,10401,999,999,20,9,0,LASSEN,SUSAN RIVER,Eagle Lake Ranger District,NORTH LAHONTAN,"3,18,82"
SWJ,SWAMPY JOHN,5500,41.397,-122.993,ETNA,1,601,999,999,16,3,0,SISKIYOU,SCOTT RIVER,Salmon/Scott River Ranger District,NORTH COAST,"3,18,82"
SWL,SAWMILL RIDGE,8750,38.183,-119.35,,8,10801,999,54,54,19,0,none specified,WALKER RIVER,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
SWM,SAWMILL,10200,37.1619644165039,-118.562591552734,BISHOP,9,11001,702,702,702,999,0,INYO,OWENS RIVER,CA Dept of Water Resources/DFM-Hydro-SMN,SOUTH LAHONTAN,"3,4,9,10,12,14,18,30,31,32,82,246,247"
SWT,SWEETWATER,5850,41.38197,-122.53529,WEED,1,401,999,999,33,3,0,SISKIYOU,SHASTA RIVER,Mount Shasta Ranger District,NORTH COAST,"3,18,82"
TBC,TALBOT CAMP,5750,39.193,-120.377,,5,7701,999,999,87,14,0,PLACER,AMERICAN RIVER,Placer County Water Agency,SACRAMENTO RIVER,"3,18,82"
TGP,TIOGA PASS,9800,37.917,-119.253,TUOLUMNE MEADOWS,9,10901,999,999,69,25,0,MONO,MONO LAKE,"Southern California Edison Company, Bishop",SOUTH LAHONTAN,"3,18,82"
THE,LAKE THOMAS A EDISON,7800,37.382,-119.02,,6,9001,999,999,68,25,0,FRESNO,SAN JOAQUIN RIVER,"Southern California Edison Company, Big Creek",SAN JOAQUIN RIVER,"3,18,82"
THL,THOUSAND LAKES,6500,40.71,-121.577,HAT CREEK,5,6701,999,999,19,9,0,SHASTA,PIT RIVER,Hat Creek Ranger District,SACRAMENTO RIVER,"3,18,82"
TMF,TAMARACK FLAT,6550,38.803,-120.103,KYBURZ,5,7701,999,999,1,17,0,EL DORADO,AMERICAN RIVER,CA Dept of Water Resources,SACRAMENTO RIVER,"3,18,82"
TMK,TAMARACK CREEK,7250,37.178,-119.205,,6,9001,999,999,68,25,0,FRESNO,SAN JOAQUIN RIVER,"Southern California Edison Company, Big Creek",SAN JOAQUIN RIVER,"3,18,82"
TND,TYNDALL CREEK,10650,36.632,-118.392,LONE PINE,7,9701,999,999,1,32,0,TULARE,KERN RIVER,CA Dept of Water Resources,TULARE LAKE,"3,18,82"
TNY,TENAYA LAKE,8150,37.837581,-119.449875,TUOLUMNE MEADOWS,6,8701,702,702,702,0,0,MARIPOSA,MERCED RIVER,CA Dept of Water Resources/DFM-Hydro-SMN,SAN JOAQUIN RIVER,"2,3,4,9,10,12,14,16,18,30,31,32,77,78,82,96,97,98,99,103,104,105,106,107,108,115,194,195,196,197,198,199"
TRG,TRAGEDY CREEK,8150,38.63,-120.145,PLASSE,6,8301,999,12,12,18,0,AMADOR,MOKELUMNE RIVER,Amador Ranger District,SAN JOAQUIN RIVER,"3,18,82"
TRL,TRAILHEAD,9100,36.337,-118.155,OLANCHA,9,11001,999,999,71,32,0,INYO,OWENS RIVER,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82"
TUM,TUOLUMNE MEADOWS,8600,37.876406,-119.348096,TUOLUMNE MEADOWS,6,8601,702,702,702,0,0,TUOLUMNE,TUOLUMNE RIVER,CA Dept of Water Resources/DFM-Hydro-SMN,SAN JOAQUIN RIVER,"1,2,3,4,5,9,10,12,14,16,18,20,25,26,27,30,31,32,45,52,82,103,104,105,106,115,146,194,195,196,197,198,199,208"
UBC,UPPER BURNT CORRAL,9700,37.1832962036133,-118.938293457031,,7,9401,702,702,702,999,0,FRESNO,KINGS RIVER,CA Dept of Water Resources/DFM-Hydro-SMN,TULARE LAKE,"3,4,9,10,12,14,18,30,31,32,82,246,247"
UCP,UPPER CARSON PASS,8500,38.695,-119.983,,5,7701,999,999,209,19,0,ALPINE,AMERICAN RIVER,El Dorado Irrigation District,SACRAMENTO RIVER,"3,18,82"
UKR,UPPER KIBBIE RIDGE,6700,38.043,-119.887,,6,8601,999,999,37,19,0,TUOLUMNE,TUOLUMNE RIVER,Summit Ranger District,SAN JOAQUIN RIVER,"3,18,82"
UTR,UPPER TRUCKEE,6400,38.873,-119.983,,8,10601,999,54,54,19,0,EL DORADO,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
VLC,VOLCANIC KNOB,10050,37.3878593444824,-118.90503692627,LAKESHORE,6,9001,50,702,50,999,0,FRESNO,SAN JOAQUIN RIVER,US Bureau of Reclamation,SAN JOAQUIN RIVER,"3,4,9,10,12,14,18,25,30,31,32,73,82,246,247"
VNN,VERNON LAKE,6700,38.017,-119.717,MATHER,6,8601,999,999,52,19,0,TUOLUMNE,TUOLUMNE RIVER,Yosemite National Park,SAN JOAQUIN RIVER,"3,18,82"
VRG,VIRGINIA LAKES RIDGE,9300,38.077,-119.234,BRIDGEPORT,8,10801,54,54,54,19,0,MONO,WALKER RIVER,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,45,82"
WBB,WEBBER LAKE,7000,39.485,-120.425,SIERRAVILLE,8,10501,999,81,81,14,0,SIERRA,TRUCKEE RIVER,Nevada Irrigation District,NORTH LAHONTAN,"3,18,82"
WBM,WABENA MEADOWS,6300,39.227,-120.402,SODA SPRINGS,5,7701,999,999,87,14,0,PLACER,AMERICAN RIVER,Placer County Water Agency,SACRAMENTO RIVER,"3,18,82"
WDH,WOODCHUCK MEADOW,8800,37.025,-118.908,DINKEY CREEK,7,9401,999,999,61,26,0,FRESNO,KINGS RIVER,"Pacific Gas and Electric Company, Auberry",TULARE LAKE,"3,18,82"
WHE,WHEELER LAKE,7800,38.518,-119.985,BEAR VALLEY,6,8301,999,999,67,19,0,ALPINE,MOKELUMNE RIVER,"Pacific Gas and Electric Company, Angels Camp",SAN JOAQUIN RIVER,"3,18,82"
WHN,WHALAN,5400,41.15,-122.45,DUNSMUIR,1,901,999,999,34,3,0,TRINITY,TRINITY RIVER,Weaverville Ranger District,NORTH COAST,"3,18,82"
WLC,WOLFORD CABIN,6150,41.2,-122.833,CALLAHAN,1,901,999,999,16,3,0,TRINITY,TRINITY RIVER,Salmon/Scott River Ranger District,NORTH COAST,"3,18,82"
WLF,WILLOW FLAT,8250,38.275,-119.45,BRIDGEPORT,8,10801,999,54,54,19,0,MONO,WALKER RIVER,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
WLW,WILMA LAKE,8000,38.083,-119.633,MATHER,6,8601,999,999,52,19,0,TUOLUMNE,TUOLUMNE RIVER,Yosemite National Park,SAN JOAQUIN RIVER,"3,18,82"
WPK,WEBBER PEAK,7800,39.483,-120.44,SIERRAVILLE,5,7401,999,81,81,14,0,SIERRA,YUBA RIVER,Nevada Irrigation District,SACRAMENTO RIVER,"3,18,82"
WR2,WARD CREEK 2,7000,39.142,-120.225,TAHOE CITY,8,10601,999,999,25,14,0,PLACER,LAKE TAHOE,Lake Tahoe Basin Management Unit,NORTH LAHONTAN,"3,18,82"
WRG,WRIGHTS LAKE,6900,38.847,-120.233,KYBURZ,5,7701,999,999,85,18,0,EL DORADO,AMERICAN RIVER,Sacramento Municipal Utility District,SACRAMENTO RIVER,"2,3,4,18,82"
WRN,WARNER CREEK,5785,40.38662,-121.31218,CHESTER,5,7301,999,999,62,0,0,LASSEN,FEATHER RIVER,"Pacific Gas and Electric Company, Rogers Flat",SACRAMENTO RIVER,"3,18,82"
YBP,YUBA PASS,6700,39.617,-120.492,SIERRAVILLE,5,7401,999,999,38,14,0,SIERRA,YUBA RIVER,Yuba River Ranger District,SACRAMENTO RIVER,"3,18,82"
